Date,HIGH,CLOSE,LOW,OPEN,VOLUME
2016-12-02,6752.93,6730.72,6678.74,6752.93,708452944.0
2016-12-05,6799.5,6746.83,6697.65,6730.72,814970761.0
2016-12-06,6785.32,6779.84,6723.05,6746.83,871543833.0
2016-12-07,6902.23,6902.23,6779.84,6779.84,1161379184.0
2016-12-08,6937.51,6931.55,6892.17,6902.23,1050874884.0
2016-12-09,6962.25,6954.21,6929.46,6931.55,827888886.0
2016-12-12,6976.78,6890.42,6875.43,6954.21,946227356.0
2016-12-13,6977.99,6968.57,6877.52,6890.42,930147364.0
2016-12-14,6970.52,6949.19,6941.95,6968.57,1001326244.0
2016-12-15,7010.48,6999.01,6925.88,6949.19,1097379944.0
2016-12-16,7038.43,7011.64,6990.35,6999.01,1145888865.0
2016-12-19,7025.74,7017.16,6986.44,7011.64,645424052.0
2016-12-20,7045.22,7043.96,6992.62,7017.16,744314620.0
2016-12-21,7056.98,7041.42,7025.68,7043.96,618985914.0
2016-12-22,7063.68,7063.68,7020.13,7041.42,483157722.0
2016-12-23,7071.11,7068.17,7054.64,7063.68,191916810.0
2016-12-28,7109.37,7106.08,7060.85,7068.17,470755337.0
2016-12-29,7120.26,7120.26,7074.47,7106.08,395484910.0
2016-12-30,7142.83,7142.83,7087.54,7120.26,326494767.0
2017-01-03,7205.45,7177.89,7142.83,7142.83,820156492.0
2017-01-04,7189.74,7189.74,7168.77,7177.89,765000379.0
2017-01-05,7211.96,7195.31,7172.77,7189.74,792495948.0
2017-01-06,7210.05,7210.05,7180.64,7195.31,715797639.0
2017-01-09,7243.76,7237.77,7207.4,7210.05,725810068.0
2017-01-10,7284.81,7275.47,7237.29,7237.77,961632782.0
2017-01-11,7328.51,7290.49,7257.15,7275.47,905706932.0
2017-01-12,7302.34,7292.37,7263.42,7290.49,857070698.0
2017-01-13,7338.49,7337.81,7292.37,7292.37,836373371.0
2017-01-16,7354.14,7327.13,7320.47,7337.81,633737038.0
2017-01-17,7329.27,7220.38,7220.38,7327.13,879279035.0
2017-01-18,7260.47,7247.61,7218.41,7220.38,820140227.0
2017-01-19,7249.63,7208.44,7191.67,7247.61,771560339.0
2017-01-20,7221.01,7198.44,7193.73,7208.44,819057015.0
2017-01-23,7198.44,7151.18,7131.46,7198.44,736250105.0
2017-01-24,7190.15,7150.34,7144.44,7151.18,1104235631.0
2017-01-25,7205.68,7164.43,7150.34,7150.34,1020530558.0
2017-01-26,7184.75,7161.49,7151.34,7164.43,933672961.0
2017-01-27,7184.73,7184.49,7150.76,7161.49,903599788.0
2017-01-30,7184.7,7118.48,7105.67,7184.49,915510897.0
2017-01-31,7162.53,7099.15,7099.15,7118.48,983514051.0
2017-02-01,7170.24,7107.65,7099.15,7099.15,809586751.0
2017-02-02,7163.94,7140.75,7093.57,7107.65,907248226.0
2017-02-03,7202.37,7188.3,7133.63,7140.75,810153496.0
2017-02-06,7208.73,7172.15,7165.17,7188.3,633429990.0
2017-02-07,7227.22,7186.22,7159.57,7172.15,793593272.0
2017-02-08,7195.94,7188.82,7147.18,7186.22,963907862.0
2017-02-09,7238.74,7229.5,7183.14,7188.82,805918972.0
